Age,Gender,Weight (kg),Height (cm),Waist (cm),Hip (cm),Neck (cm),Body Fat Percentage
47,Female,104.5,186.7,69.3,88.7,37.7,12.817211870250901
60,Male,58.6,189.8,99.8,99.4,41.6,22.40077035092736
45,Male,82.7,190.7,77.8,132.8,42.2,4.595177404582955
63,Female,95.8,151.9,103.1,88.4,42.6,36.57533345789085
35,Male,117.3,158.1,68.1,111.7,31.5,10.893158192263343
37,Female,68.8,199.3,72.5,110.4,42.8,20.245385608759193
53,Male,68.5,157.8,107.2,82.0,32.2,37.956840465899404
36,Female,89.8,160.7,98.0,86.9,34.1,34.91763939424192
22,Male,110.0,190.1,65.8,137.0,44.6,-12.571837996010572
51,Female,69.6,169.7,117.6,137.7,32.2,62.167391248539275
34,Female,58.8,155.8,105.8,132.5,33.8,59.514897280319644
45,Female,68.6,156.3,93.2,105.9,35.0,42.40094706673614
53,Male,81.4,154.2,80.6,115.6,42.1,13.425878503884633
55,Female,75.2,159.0,65.6,129.4,34.8,39.81835908196115
47,Female,110.3,174.8,81.5,120.6,42.4,35.224282071059065
35,Male,116.0,150.8,79.4,133.7,33.1,20.82285751255216
23,Male,76.5,155.9,64.7,98.9,39.0,-0.9606802828433274
43,Male,107.6,195.4,107.0,117.4,44.4,24.250218244903692
32,Female,54.8,193.8,84.9,114.0,30.6,34.30807598900071
18,Male,88.8,191.7,113.4,139.1,43.6,28.978284260920134
34,Female,108.2,185.3,69.5,132.7,32.5,36.959023106805944
48,Female,79.3,183.1,79.1,89.9,38.7,18.95917497022799
19,Female,60.0,163.8,76.7,83.5,30.7,23.3334176525035
53,Female,69.9,166.7,111.9,106.8,38.6,46.331285818994104
52,Female,84.4,161.8,90.5,112.7,39.2,40.73535676422978
44,Male,109.0,199.0,68.5,127.4,42.1,-6.654753361902749
20,Male,102.4,181.7,81.4,89.6,36.2,14.415831182847228
63,Male,55.9,198.3,116.6,135.2,43.7,29.594620755005906
37,Male,88.2,163.6,93.1,114.3,35.6,26.4790166586356
25,Male,111.1,181.1,62.2,130.6,31.4,1.0607902120211747
46,Male,90.4,187.9,63.5,130.2,35.8,-3.5216014484291236
25,Male,54.5,154.7,74.1,137.1,34.6,14.254819755858875
58,Female,107.6,183.3,97.3,119.5,36.7,41.83803000355567
44,Female,113.5,158.5,74.7,127.0,33.0,43.806418334046725
43,Female,77.2,166.4,111.0,129.2,35.6,56.26154628370102
56,Female,71.7,185.8,97.8,108.1,43.3,33.744018003753126
27,Female,88.0,172.0,78.0,105.9,39.8,28.6201598127044
47,Male,118.9,196.1,83.6,136.8,33.0,16.266537794886403
50,Male,108.6,162.1,82.5,84.0,30.8,22.75161325194057
53,Male,106.8,157.7,78.9,137.2,33.2,19.001087445104304
37,Female,63.5,166.9,97.8,114.7,36.1,44.70887016992009
21,Male,112.7,192.6,72.1,97.7,35.5,5.276577554455912
40,Female,88.9,192.4,77.5,113.4,42.7,25.634258754469272
46,Female,114.2,168.5,65.1,118.3,38.8,29.779815476887222
63,Male,95.6,190.5,82.6,86.6,42.6,8.691969479303282
49,Female,108.4,153.9,63.9,120.2,45.0,31.08719576300956
54,Female,61.6,150.4,61.1,134.2,34.4,42.743778402488715
54,Male,99.5,193.2,98.8,138.3,37.2,23.989492267759942
43,Male,68.0,193.7,69.7,116.0,40.6,-2.696786466965989
22,Male,61.8,157.2,62.1,99.6,37.7,-2.9308825822463973
41,Male,90.2,164.9,64.1,113.8,34.9,1.830926546406772
60,Female,92.2,192.5,72.0,80.2,42.2,5.767490371234828
19,Male,84.3,154.2,103.3,135.2,43.4,29.87873044786187
32,Male,56.2,193.2,60.7,127.1,34.2,-5.7400985927222905
63,Male,67.1,178.7,103.6,90.0,34.2,30.950369750182915
63,Male,66.5,182.9,95.8,116.6,38.5,22.939910328721737
57,Female,72.0,179.7,90.8,81.2,42.2,19.499397647581702
25,Female,94.0,179.1,114.6,93.0,37.8,38.57198691273811
54,Female,80.7,159.3,109.8,90.2,30.9,43.74573866359964
54,Male,117.8,161.8,85.1,89.4,34.4,22.078082878691134
31,Male,51.1,179.0,60.4,113.1,37.5,-8.502892925628316
22,Female,65.1,170.1,102.6,137.9,41.1,53.161347288944
26,Female,90.1,177.1,62.9,87.8,41.6,8.619492223801046
39,Male,111.6,162.7,76.7,132.4,41.3,8.890499531077353
60,Female,52.4,173.2,89.6,84.9,31.4,27.822756522190673
61,Male,111.9,157.2,66.0,85.0,39.2,0.22985044737328053
61,Male,85.5,151.9,100.8,117.7,36.4,33.162323710519104
47,Female,105.0,197.6,79.3,114.5,34.7,29.425254956945025
50,Female,116.4,186.2,81.7,100.7,42.4,23.129652349665776
55,Male,65.1,174.9,98.9,112.0,35.4,28.200598095560963
54,Male,91.2,177.6,83.9,125.3,32.7,19.64103995402263
62,Female,111.9,175.6,73.5,126.4,40.4,34.92540032026466
55,Female,109.1,194.9,70.6,80.7,32.0,10.494589842211099
24,Female,86.5,188.7,103.4,84.7,34.4,29.04202309346539
20,Male,116.5,166.3,105.0,80.2,36.7,32.59317216563403
60,Female,99.6,160.9,71.7,80.9,32.1,19.18978551717032
57,Female,86.7,153.3,79.1,130.4,34.3,48.25452921909823
49,Female,54.1,157.4,117.4,85.0,39.6,41.48073327584143
53,Male,84.1,174.5,119.1,122.7,38.4,37.62821336628508
59,Male,79.5,160.1,95.1,138.8,42.7,23.63258926800586
58,Male,71.4,165.6,105.4,129.3,32.1,35.49779837609918
62,Male,116.0,156.7,104.9,84.0,43.0,30.643636486013577
36,Male,114.8,196.1,83.7,133.6,31.1,17.681380612451164
48,Female,73.6,151.7,62.9,137.5,41.2,41.549488029557665
47,Male,80.5,167.6,104.4,122.4,33.1,34.02715188237795
64,Female,102.6,162.9,68.1,117.0,43.5,29.806272987342368
54,Male,108.5,150.4,77.4,116.1,30.6,21.301713085207723
42,Male,57.7,196.4,78.9,129.2,38.7,7.998424726774658
30,Male,84.4,165.7,80.9,113.2,30.2,21.35938552274797
29,Female,114.0,175.1,87.9,100.0,41.0,29.181300968903884
26,Male,96.5,179.1,90.1,138.2,30.5,25.059507902532857
57,Female,88.0,180.5,89.0,82.9,40.9,19.93292341064665
26,Female,100.3,173.0,69.8,119.9,42.1,30.0553022699429
62,Male,96.3,179.7,98.9,115.1,43.4,22.281296265832225
44,Female,116.0,187.6,107.4,118.3,35.4,44.86158579344641
58,Female,113.9,197.6,87.7,118.5,38.1,33.341233600895066
48,Male,77.8,182.9,110.3,87.4,41.0,30.167123231621417
23,Female,52.2,173.1,86.7,88.0,42.3,22.45989211544355
46,Male,73.3,172.2,94.1,84.0,41.7,21.4265718612657
47,Male,64.2,185.5,64.2,136.3,42.7,-11.483530583843958
55,Female,59.2,181.4,68.8,116.6,43.5,25.19897123935067
28,Female,112.2,171.0,106.0,84.6,39.8,32.10159606788193
59,Female,99.7,166.8,75.0,106.0,32.6,32.07714898820308
63,Female,52.3,199.7,65.6,101.6,42.5,12.38499946140297
23,Male,114.4,188.3,94.1,88.9,36.9,21.99387397425545
56,Male,113.2,160.3,65.7,129.3,30.8,8.813507790145536
58,Female,116.5,164.6,101.0,126.5,39.4,50.25571726669915
48,Male,108.1,194.7,101.4,107.8,40.9,23.07806911214186
52,Female,55.5,183.0,87.2,111.3,36.9,33.989775440685094
29,Male,93.6,165.5,101.1,106.2,37.6,29.91982720480337
62,Female,55.8,168.2,108.0,113.1,38.2,47.071666137813736
23,Female,99.9,168.9,71.9,124.0,33.8,37.88483104384335
62,Female,63.8,159.3,99.0,132.6,35.6,55.05134436306622
43,Female,115.5,175.6,101.5,115.5,42.1,41.67442621056904
54,Male,115.4,188.3,71.7,87.5,30.4,10.154319872544761
49,Male,91.6,178.2,103.6,126.3,38.4,28.632547286747695
21,Female,102.7,182.8,103.2,102.3,30.5,39.8401707226019
57,Female,110.1,179.8,69.4,117.8,33.0,31.432525300868804
20,Male,77.2,152.9,79.0,91.9,35.6,18.02398433324231
19,Female,90.5,159.4,116.5,89.8,32.8,45.646556858694055
37,Male,62.3,167.5,64.3,83.2,42.7,-8.654381201114006
36,Female,119.0,194.5,73.7,98.9,43.1,15.986592227712038
56,Female,115.1,167.4,94.7,115.8,32.3,45.33076997302487
29,Male,83.8,166.4,118.1,99.1,43.4,36.090884354477964
53,Male,88.7,154.0,75.4,94.5,33.4,16.613152366955774
59,Male,80.6,198.6,109.0,139.7,30.2,32.561793414433964
45,Male,50.1,188.9,82.0,139.9,41.1,9.718466798662234
26,Female,66.1,188.3,81.1,116.3,37.8,31.80702093319718
61,Female,57.1,169.2,119.8,99.4,37.5,46.28941920852799
28,Male,72.6,153.9,109.0,131.7,30.0,40.852648107569905
47,Male,66.5,163.2,74.9,124.2,44.7,3.273000871589943
19,Female,103.3,192.6,71.1,117.0,42.5,24.362375865560693
55,Female,85.3,159.0,65.0,134.5,44.5,37.3989851197457
55,Female,107.2,194.7,89.0,106.7,33.7,31.36708738482281
50,Male,94.5,176.8,80.1,95.3,39.1,11.710626063430368
24,Male,95.9,185.7,82.8,138.0,41.2,10.810988936965657
61,Female,111.3,172.7,85.9,131.6,42.1,42.66894219210053
38,Male,109.3,196.6,119.5,134.7,41.7,32.383693406260875
29,Female,54.4,162.0,60.2,135.1,38.6,37.333816695999076
38,Female,90.5,178.6,85.6,103.0,30.5,33.52040849544778
40,Male,78.9,153.5,63.9,131.6,44.9,-10.522328677800544
23,Female,92.0,174.0,100.4,133.4,31.7,53.094308739645896
31,Male,110.4,198.6,63.0,112.9,32.7,-2.0203319948706167
49,Female,50.8,154.4,106.0,117.5,42.4,50.44520511910139
62,Female,50.8,175.3,112.1,114.6,31.5,50.0473531718676
30,Male,54.4,180.1,118.2,81.0,33.2,38.67799670436375
44,Female,111.2,196.6,67.3,112.1,30.3,25.108243066410864
28,Female,74.7,164.9,118.7,82.3,32.4,41.89782619445481
49,Female,76.0,175.1,84.7,107.1,39.9,31.553225649003195
20,Female,74.2,199.4,98.0,82.7,35.4,22.711734646661625
19,Female,66.2,188.5,60.0,107.3,32.0,20.266641701358594
47,Female,52.7,190.5,82.2,98.3,34.0,25.268291824313792
19,Female,113.5,189.0,81.2,126.4,41.3,34.587695298982226
56,Male,66.3,175.8,90.2,108.7,38.4,20.376974983565617
46,Female,112.6,171.7,68.0,110.7,37.1,27.469214523509038
39,Male,116.9,162.7,101.4,134.2,30.7,34.639228168397324
42,Female,90.4,173.3,95.7,108.9,37.7,38.83294888914287
59,Male,76.1,151.0,72.7,89.4,37.2,11.131885505777632
63,Female,103.6,154.9,119.0,86.8,36.6,45.117787648103274
36,Male,51.8,164.4,60.3,98.3,37.3,-6.0987850118439155
33,Female,115.0,166.7,80.2,95.9,31.1,30.455407871094167
34,Male,78.6,185.4,75.7,129.1,44.0,1.3944129921317767
44,Female,71.6,158.6,93.6,125.5,34.6,50.572556958249834
60,Female,58.9,189.8,113.3,83.5,39.8,30.28374690639731
36,Female,116.9,190.0,99.5,92.1,35.4,29.875086721091805
60,Female,106.8,179.4,62.9,106.9,34.9,22.195157290166378
59,Female,100.7,174.6,111.8,85.2,40.9,33.63315793712172
47,Female,115.2,173.4,75.9,90.0,36.3,20.924639525512987
31,Female,117.2,171.0,66.6,134.5,39.2,37.22516606643751
63,Male,68.8,154.4,86.0,112.5,34.1,24.37655097614521
59,Male,105.1,182.8,113.9,127.8,34.0,35.740717638295564
49,Female,103.7,178.9,62.1,99.8,33.0,19.219239645793095
40,Male,89.0,150.8,97.5,102.5,34.5,32.534439451565504
53,Male,60.5,160.1,79.9,131.5,31.0,21.05115931505577
27,Female,115.8,171.8,97.4,119.4,31.2,47.169106567208416
55,Male,72.1,195.1,76.0,120.7,42.8,1.5621376182544395
46,Female,90.5,199.5,118.0,118.3,34.2,46.471069335712684
28,Female,51.4,187.6,66.8,112.5,38.1,23.39142400759033
55,Female,80.0,187.5,69.5,139.5,37.4,37.22733482438906
32,Male,93.2,170.8,62.7,133.7,39.5,-6.832507320202637
49,Female,76.7,178.5,107.7,122.7,39.7,47.393412272157434
44,Male,83.4,161.6,65.6,120.7,35.5,3.433495011037394
55,Female,63.4,186.9,76.6,85.1,32.0,17.77451897550742
18,Female,74.5,153.0,72.3,109.1,32.7,36.14674526344976
58,Male,100.6,170.9,81.2,109.8,35.4,16.695256586080745
31,Female,117.9,191.6,105.9,83.1,38.4,26.936711972324588
20,Female,82.8,199.0,117.0,125.3,39.2,46.96512519216225
47,Female,98.0,184.8,112.7,80.1,44.0,27.69169891794985
48,Male,118.3,159.9,110.5,105.5,34.6,38.00537264842967
18,Female,104.2,178.6,85.0,134.2,31.6,46.12452565939196
63,Male,50.7,178.0,108.1,100.4,38.1,31.407197018287377
31,Female,115.5,198.3,106.6,115.0,31.0,42.358936827412606
53,Male,110.7,192.0,74.9,98.5,32.5,10.527468079904907
63,Male,69.0,152.5,75.7,90.7,38.3,12.70786280179965
53,Female,62.7,161.0,89.9,123.8,43.9,43.553330519028975
60,Male,112.9,192.1,117.8,92.3,32.9,36.55139055546567
58,Female,98.2,198.6,66.5,84.3,35.4,7.5754140436694115
60,Female,66.6,164.7,119.3,106.1,36.6,50.51186243496056
32,Female,100.0,184.5,69.5,122.5,44.3,27.24401735709631
55,Male,92.0,165.4,89.1,114.8,41.0,19.463962453925944
42,Male,71.6,152.1,78.2,94.7,35.0,18.010465045044896
61,Male,89.0,191.5,85.2,129.1,34.1,17.326534326721855
62,Female,86.9,186.9,117.5,85.8,37.8,34.748725740953375
31,Female,85.7,152.7,97.9,120.2,35.7,51.53535967062828
41,Female,86.2,157.3,77.9,116.4,39.3,37.89462466164548
60,Female,50.0,200.0,97.7,133.9,38.0,43.12156224681729
19,Male,68.8,182.5,87.1,111.6,30.5,22.54648210176191
51,Male,80.2,190.0,116.6,129.1,31.1,37.18411457622585
40,Male,58.9,169.4,81.2,92.9,32.0,19.58392351719465
25,Male,102.4,175.9,95.1,112.7,39.8,22.793542213372234
22,Male,109.3,181.0,111.0,112.0,44.7,28.789775113571977
46,Male,107.2,190.3,117.5,97.7,36.8,34.84929461123386
60,Male,82.2,166.9,108.0,80.3,32.2,36.57334901621266
50,Male,98.3,183.6,116.1,124.7,39.2,34.09527321941056
37,Female,55.4,188.8,87.8,103.8,39.4,28.328337040752388
33,Female,64.0,190.3,105.9,98.0,41.3,32.66061818129799
54,Male,53.3,175.0,65.7,91.6,40.6,-4.883416508893163
54,Male,117.6,173.7,95.6,131.1,40.3,23.175360623221366
59,Male,90.2,155.2,60.8,100.0,40.9,-9.311359317911126
58,Female,62.3,174.9,75.6,92.2,42.3,18.378624491524363
41,Male,99.5,185.1,99.9,111.4,43.4,22.052555811477532
46,Male,84.2,196.0,70.3,126.9,30.1,8.056423702300435
52,Male,80.4,156.3,72.0,116.1,40.0,6.490111525810619
26,Male,113.9,198.4,63.7,137.6,44.1,-16.16407557154588
39,Male,99.6,161.7,104.8,137.4,41.4,30.585485727962975
37,Male,98.3,158.8,86.9,134.1,31.2,26.18742648295739
57,Female,56.8,155.7,113.3,113.9,41.0,52.18012249688093
21,Female,56.4,199.5,81.7,126.1,33.8,35.39142338225872
60,Female,96.5,178.1,86.1,97.3,32.8,30.18118927679626
53,Female,61.0,163.5,89.7,114.5,33.0,43.439857635191174
29,Female,81.7,165.9,111.7,84.0,44.6,33.6127014395002
40,Female,89.9,197.5,77.5,95.8,39.9,17.32466750623348
56,Male,77.2,195.0,63.1,99.5,44.7,-17.707658491706184
25,Female,56.0,167.5,97.6,101.7,42.7,35.7549340940792
27,Male,102.0,153.2,109.5,89.7,43.9,33.61434045061452
40,Female,112.0,191.7,93.4,85.0,38.3,21.918340835440063
46,Male,61.3,195.7,79.2,114.7,35.2,11.294669597888571
62,Female,109.8,191.9,97.8,109.5,41.1,33.85210206519827
49,Male,105.2,195.6,119.5,115.1,30.3,37.933326884658186
31,Female,89.5,178.8,94.4,87.8,39.7,26.125497046638543
33,Female,91.7,192.0,78.9,136.9,44.3,36.09581476956788
56,Male,95.6,197.2,74.6,104.8,42.7,-0.09107117737937642
34,Female,86.7,194.5,119.9,107.0,32.8,44.633588078857144
37,Female,109.1,179.4,111.0,112.8,31.9,47.62887641696125
29,Female,83.2,187.3,76.8,121.4,42.4,30.333246503832584
26,Male,88.3,186.1,75.7,103.1,30.8,13.477519694265368
25,Male,52.6,190.1,108.2,88.6,44.9,25.510859226218543
58,Male,62.6,161.4,119.5,127.0,37.0,41.04626737452395
54,Male,113.3,150.1,87.9,95.6,43.9,19.07874037589761
38,Female,58.5,175.5,73.6,106.6,42.2,24.714514421367994
59,Male,113.3,188.3,73.8,117.9,40.5,2.6483305593045543
49,Female,94.5,156.3,107.8,137.9,33.1,62.46761732140794
54,Female,114.4,176.6,96.3,82.0,31.3,28.849746178055454
63,Female,107.0,165.7,98.0,111.1,39.8,41.97866419712068
35,Female,110.6,191.9,71.7,136.2,32.8,37.63203269214267
46,Male,86.7,155.0,67.8,95.3,42.4,-1.1985199255669272
24,Female,107.8,192.4,60.6,86.7,31.0,9.369553388240263
57,Female,82.2,180.5,114.9,115.8,37.9,47.69121650447107
54,Female,53.1,196.0,81.3,89.1,36.3,17.999506785772496
23,Male,95.6,196.8,105.5,132.7,43.9,23.427696036632483
37,Female,101.0,190.4,113.1,123.4,43.5,45.217938387726406
26,Female,57.1,176.5,95.9,87.3,40.8,26.646284758752586
26,Female,107.1,157.1,85.5,114.6,41.3,39.730873606775106
25,Female,55.3,161.3,62.3,81.6,40.6,8.902066535504957
34,Female,80.9,170.9,80.2,130.7,40.1,41.18548148788068
41,Male,84.2,186.5,79.3,92.3,45.0,3.9335148049067357
57,Male,52.6,177.2,94.0,123.9,41.0,20.987886211752482
40,Female,54.6,171.9,105.8,86.4,44.2,30.532344615982254
50,Female,81.5,173.9,102.7,108.3,36.6,41.91799721336332
39,Female,71.8,187.1,112.2,135.8,45.0,49.89780173851199
64,Male,107.1,151.7,62.8,84.5,39.2,-3.080780176084886
39,Female,79.0,172.1,96.3,97.7,43.6,31.62351387327351
44,Female,57.4,178.6,71.3,127.0,31.4,37.44115958384896
19,Female,61.1,179.4,118.4,107.8,39.2,45.66948937769081
48,Female,97.1,180.9,84.5,119.0,44.9,33.167330117585834
30,Female,116.5,152.7,97.4,128.7,31.0,56.78956079125504
19,Female,110.9,177.9,81.1,127.0,44.2,36.30120567038057
63,Male,59.1,177.5,73.2,103.7,32.2,11.596426096729658
24,Female,51.1,192.7,101.3,105.8,44.9,31.919425161202696
28,Female,51.9,188.0,116.4,114.3,34.3,47.143863400204
64,Female,88.8,151.6,63.6,87.4,41.9,15.048833206604684
43,Male,84.0,177.8,109.5,132.2,30.4,36.23114964175596
38,Female,50.9,184.5,80.5,85.6,34.3,19.40787884380734
32,Male,54.0,179.0,67.3,91.1,39.0,-1.4856695360538765
33,Male,120.0,183.8,102.8,136.7,33.4,30.069318336140327
26,Male,117.5,155.8,64.9,96.9,41.4,-3.9433876102974637
38,Female,58.9,158.5,103.7,94.7,40.1,39.08685749642291
58,Female,61.5,179.1,86.1,105.5,44.9,28.082141940935742
23,Male,113.0,190.0,69.9,123.5,38.8,0.06945097447976423
18,Female,85.5,151.3,69.4,102.0,41.5,27.022612952274017
48,Female,117.1,171.8,104.9,132.5,31.1,55.327474369601816
22,Female,86.4,199.6,109.7,89.0,30.6,32.88548661330128
54,Male,90.4,188.3,101.1,87.1,38.7,25.26075674746488
43,Male,65.4,172.5,103.3,84.6,44.8,25.50532830174558
18,Female,111.3,154.9,110.9,97.9,34.0,47.5813716658385
18,Female,107.8,168.0,85.7,92.0,30.0,31.41757217775563
46,Female,73.6,157.7,70.1,107.7,35.1,31.80985925976762
39,Male,92.9,196.0,82.6,139.7,41.1,9.176831402744085
55,Female,73.9,184.3,118.8,132.1,42.0,52.84445007849922
58,Male,82.5,192.8,86.9,133.7,41.7,12.688005777091291
36,Male,109.7,194.9,115.4,129.8,31.2,35.760099615307524
45,Male,79.1,180.3,102.2,96.3,41.6,25.4840441211648
22,Female,108.8,150.3,104.3,93.6,31.2,45.43023292919128
38,Female,117.2,177.8,71.4,123.9,44.8,30.209526519699182
39,Male,79.1,190.1,82.1,115.9,35.6,14.117841922041066
37,Female,111.4,165.7,103.9,92.4,40.4,35.92466673846155
29,Female,71.3,196.4,99.3,138.0,37.3,46.42885720002596
23,Female,50.2,199.8,111.8,105.5,33.6,39.278943093362045
46,Male,55.9,177.5,72.6,128.9,39.2,4.399001770246855
62,Female,101.6,176.6,104.9,84.4,30.2,34.485542222941035
57,Female,57.0,182.8,62.4,82.1,37.6,6.026438146900318
52,Male,115.7,178.3,78.0,107.3,30.6,16.695075573174904
28,Male,110.7,158.0,97.8,87.2,38.5,28.733221755757256
50,Male,86.0,163.6,118.8,138.8,36.9,40.31009723001722
42,Female,90.7,160.1,119.4,128.7,43.4,58.225660702836706
31,Female,98.6,153.6,86.3,107.2,44.5,36.11367801258501
46,Female,101.2,157.0,105.9,138.8,39.8,59.28457884316214
30,Male,84.4,198.6,96.0,94.3,32.8,24.113918820559718
32,Female,71.9,177.7,102.5,120.7,37.9,45.43409451491493
25,Male,113.7,156.3,103.9,81.1,30.0,37.67656101973711
64,Female,53.3,185.7,92.8,102.3,41.5,29.71017384294305
62,Female,74.9,173.8,108.8,84.8,30.6,36.97137568679551
50,Female,96.7,161.2,95.1,102.0,42.1,36.76684234744971
28,Female,112.4,197.2,66.0,102.8,34.0,18.090516589412516
32,Female,55.2,161.2,119.4,102.5,33.8,51.27058458317498
38,Male,96.1,154.9,78.2,104.9,31.3,20.494436573148334
53,Female,84.1,160.3,117.9,117.0,40.3,54.181780371912566
23,Female,98.1,195.6,77.6,91.4,35.5,17.7847272324492
42,Male,72.2,192.9,111.2,94.1,31.3,34.02611158824402
61,Female,99.7,194.7,101.4,118.7,34.8,41.123676964763604
18,Male,62.6,195.8,81.4,108.0,43.8,5.749074124147398
59,Female,104.3,153.9,116.3,89.7,30.5,48.19694392937936
50,Male,102.5,185.6,95.0,127.2,40.0,20.969971792853414
56,Male,116.3,183.2,109.8,135.9,37.5,31.756538030423485
49,Male,62.1,199.6,107.8,107.9,39.0,27.174632813802873
19,Female,100.5,185.7,62.8,116.8,35.9,25.047408566142337
42,Male,72.6,189.6,76.1,128.9,37.2,7.846656198723849
57,Female,69.7,185.7,88.3,137.8,41.4,43.104821321299994
50,Female,78.1,181.0,116.0,138.1,37.2,56.67756428848941
55,Male,70.0,177.7,63.7,135.4,35.6,-1.5256218492164635
28,Male,67.4,198.5,71.1,129.0,34.1,4.806050604645861
36,Female,103.8,196.8,97.5,105.5,36.8,32.71026248756772
42,Male,99.0,171.9,99.2,120.2,38.6,26.95124118448672
45,Male,57.7,164.2,69.8,125.8,35.6,7.417687210678594
27,Female,89.2,175.5,116.9,85.5,43.5,34.67931869609572
48,Male,73.2,187.3,70.6,87.0,44.9,-5.922578589911495
33,Male,118.0,170.0,70.9,122.3,33.1,9.951649946385828
59,Male,79.8,176.9,98.1,120.0,39.7,24.669781697333235
35,Male,52.8,164.9,85.3,128.2,33.1,22.592669488179467
39,Female,73.2,171.4,61.6,91.1,38.1,13.175486897614917
52,Male,71.9,197.9,115.2,136.2,35.9,32.92008440217273
29,Female,50.4,160.7,64.5,94.3,33.7,21.79002545763609
59,Female,84.1,199.4,69.4,88.1,35.1,11.227857780969146
45,Female,113.4,160.8,113.8,99.5,31.9,48.60701219216338
26,Male,106.2,166.0,76.5,128.5,31.2,17.154749658033836
47,Female,97.9,154.4,109.1,81.7,36.8,38.28062419088121
35,Female,74.0,187.6,70.2,93.6,42.2,13.325100256528401
62,Male,66.2,150.9,62.9,137.3,40.2,-4.234430932217833
41,Female,74.0,189.4,74.1,81.0,38.9,9.957570711957317
63,Male,58.6,178.9,104.5,96.7,36.3,30.241036021638024
36,Male,57.0,187.4,99.8,99.5,37.0,25.649390776493703
31,Female,90.2,189.2,78.6,135.4,30.3,41.82243307685525
19,Male,107.0,156.2,98.0,131.1,44.1,25.449446861279284
28,Female,57.0,151.1,99.9,107.6,34.7,47.898948655685615
43,Male,73.5,158.4,93.9,99.1,43.7,22.35036898736479
25,Female,58.6,169.2,116.1,136.7,40.7,58.27399017484362
20,Female,71.7,153.7,107.6,91.3,38.4,41.539345327421074
32,Male,108.1,172.8,109.0,108.6,36.7,33.60295470435278
62,Female,52.4,164.3,85.6,105.1,34.8,36.31344619305037
57,Female,95.3,168.2,101.0,136.1,39.6,52.96840959017362
30,Male,54.2,197.0,71.0,125.3,44.6,-6.385356427345528
33,Male,79.9,186.2,77.8,107.8,42.1,5.362705896473926
39,Male,83.2,182.9,90.1,116.4,35.9,20.866802030037263
50,Female,78.1,182.7,109.0,134.5,37.2,52.29997108602424
19,Male,94.6,177.8,80.2,129.9,37.0,13.418832417622866
62,Female,118.2,175.6,86.4,116.9,33.9,39.31365256344401
46,Male,68.7,194.1,117.4,134.9,42.7,31.206758975235857
63,Female,92.7,153.8,77.0,102.8,40.4,31.2695675067734
51,Male,74.8,164.4,97.1,124.0,39.0,26.72342341012211
33,Female,120.0,155.2,66.0,81.0,36.5,14.911601047723593
31,Male,116.6,150.6,84.7,115.0,33.6,24.55194918580105
56,Male,56.5,150.7,79.8,88.2,39.6,15.658407346912043
63,Male,118.2,151.2,60.8,111.5,33.6,1.8077175822928666
22,Male,101.7,184.1,95.1,94.8,30.1,27.5055192684178
60,Male,119.5,155.6,79.9,102.8,31.0,21.910571184604407
35,Male,104.0,160.1,75.1,127.5,40.4,8.646712041783246
43,Female,59.0,170.9,113.6,83.5,35.7,37.026670102537196
27,Male,102.5,163.5,73.8,112.2,33.1,13.718053530877853
23,Male,100.9,190.8,84.3,88.7,33.6,17.14779607645795
31,Male,61.7,181.2,117.0,114.4,37.4,35.87347678651378
19,Male,102.7,166.7,64.8,118.0,43.6,-9.136799305161617
44,Female,97.2,165.9,116.3,90.9,34.0,43.620454871795005
26,Male,119.6,184.2,83.4,80.4,39.8,12.721333874626453
30,Female,93.3,158.5,107.5,85.1,42.4,35.25847271133517
38,Female,79.0,164.0,81.4,121.4,37.3,40.77811115794526
61,Male,116.8,167.7,84.9,102.8,30.4,23.69714340251494
19,Female,93.9,172.7,86.3,102.4,41.9,29.748405697274507
20,Female,74.4,159.5,116.8,121.5,43.2,54.629101734731705
30,Male,51.5,157.9,93.0,109.8,30.5,30.777677483252432
38,Male,103.0,199.5,73.0,118.2,31.7,8.501287758125557
