User_ID,Age,Gender,Fitness Level,Goals,Equipment Available,Workout Plan,Calories Burned
425,19,Male,Intermediate,Muscle Gain,Barbell,Push-Ups,408
426,56,Male,Beginner,General Fitness,Dumbbells,Deadlifts,109
427,31,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,456
428,21,Female,Intermediate,General Fitness,None,Squats,321
429,52,Female,Intermediate,General Fitness,Resistance Bands,Squats,226
430,30,Male,Beginner,Muscle Gain,None,Squats,285
431,46,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,159
432,51,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,359
433,43,Female,Beginner,Muscle Gain,Dumbbells,Squats,493
434,60,Male,Beginner,General Fitness,None,Bicep Curls,463
435,56,Male,Beginner,Weight Loss,Dumbbells,Push-Ups,331
436,43,Female,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,383
437,21,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,293
438,31,Female,Advanced,General Fitness,Resistance Bands,Deadlifts,190
439,64,Female,Intermediate,Weight Loss,None,Push-Ups,351
440,28,Male,Advanced,General Fitness,Barbell,Bicep Curls,361
441,20,Male,Intermediate,General Fitness,None,Bicep Curls,122
442,40,Female,Beginner,Muscle Gain,Resistance Bands,Squats,460
443,25,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,436
444,61,Male,Intermediate,General Fitness,Dumbbells,Plank,164
445,43,Male,Intermediate,Weight Loss,Barbell,Push-Ups,166
446,31,Female,Beginner,Muscle Gain,Dumbbells,Plank,207
447,22,Female,Beginner,Weight Loss,Barbell,Push-Ups,480
448,39,Male,Beginner,General Fitness,Barbell,Push-Ups,145
449,31,Female,Advanced,General Fitness,None,Deadlifts,255
450,29,Male,Advanced,Weight Loss,None,Squats,414
451,20,Female,Intermediate,General Fitness,Barbell,Deadlifts,352
452,62,Female,Intermediate,Weight Loss,Barbell,Plank,147
453,47,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,285
454,37,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,444
455,20,Female,Intermediate,Weight Loss,None,Squats,453
456,50,Male,Beginner,Muscle Gain,None,Bicep Curls,412
457,30,Male,Intermediate,General Fitness,Barbell,Bicep Curls,127
458,63,Female,Beginner,General Fitness,Dumbbells,Squats,384
459,35,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,368
460,28,Female,Beginner,Weight Loss,Barbell,Bicep Curls,483
461,43,Female,Beginner,Muscle Gain,Barbell,Push-Ups,333
462,24,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,458
463,43,Male,Intermediate,Muscle Gain,None,Plank,247
464,20,Male,Advanced,Muscle Gain,None,Squats,474
465,18,Male,Beginner,Weight Loss,Barbell,Deadlifts,112
466,34,Female,Intermediate,Muscle Gain,None,Bicep Curls,171
467,29,Female,Intermediate,General Fitness,Dumbbells,Deadlifts,226
468,55,Female,Intermediate,General Fitness,None,Deadlifts,284
469,26,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,461
470,34,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,424
471,56,Female,Intermediate,Muscle Gain,Barbell,Squats,168
472,35,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,197
473,40,Female,Advanced,Muscle Gain,None,Bicep Curls,225
474,44,Male,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,148
475,19,Female,Intermediate,Weight Loss,None,Bicep Curls,225
476,44,Male,Advanced,General Fitness,Resistance Bands,Bicep Curls,453
477,58,Male,Advanced,Weight Loss,Barbell,Plank,366
478,32,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,234
479,61,Male,Beginner,Weight Loss,Resistance Bands,Squats,243
480,54,Female,Beginner,Weight Loss,None,Deadlifts,117
481,22,Male,Advanced,General Fitness,Barbell,Plank,297
482,48,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,341
483,58,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,470
484,54,Male,Beginner,General Fitness,None,Bicep Curls,223
485,52,Male,Beginner,Muscle Gain,Barbell,Push-Ups,314
486,36,Female,Beginner,Weight Loss,Barbell,Push-Ups,149
487,45,Male,Intermediate,Muscle Gain,Dumbbells,Plank,355
488,19,Male,Intermediate,General Fitness,None,Plank,201
489,53,Female,Beginner,Weight Loss,Resistance Bands,Plank,491
490,37,Male,Advanced,Muscle Gain,None,Push-Ups,168
491,20,Female,Beginner,Muscle Gain,Dumbbells,Push-Ups,410
492,25,Female,Advanced,Weight Loss,Barbell,Plank,398
493,57,Male,Beginner,General Fitness,None,Plank,190
494,47,Female,Intermediate,General Fitness,Barbell,Push-Ups,352
495,29,Female,Intermediate,Weight Loss,Dumbbells,Bicep Curls,220
496,56,Female,Advanced,Weight Loss,Resistance Bands,Plank,376
497,34,Female,Advanced,General Fitness,Resistance Bands,Plank,274
498,19,Female,Advanced,General Fitness,None,Push-Ups,290
499,54,Male,Beginner,Weight Loss,Barbell,Squats,270
500,40,Male,Beginner,Muscle Gain,Dumbbells,Squats,432
501,56,Female,Advanced,Weight Loss,Barbell,Plank,289
502,44,Male,Advanced,Muscle Gain,None,Deadlifts,310
503,36,Male,Advanced,Muscle Gain,Resistance Bands,Squats,414
504,61,Female,Intermediate,General Fitness,Barbell,Plank,286
505,19,Female,Beginner,General Fitness,None,Deadlifts,496
506,49,Female,Advanced,Muscle Gain,Barbell,Push-Ups,387
507,50,Male,Intermediate,Weight Loss,Barbell,Deadlifts,422
508,60,Male,Advanced,Weight Loss,Barbell,Plank,329
509,57,Male,Intermediate,Weight Loss,None,Squats,467
510,40,Female,Advanced,General Fitness,None,Squats,468
511,31,Male,Intermediate,Muscle Gain,Dumbbells,Push-Ups,253
512,33,Female,Intermediate,Muscle Gain,Resistance Bands,Squats,170
513,51,Male,Intermediate,Weight Loss,Dumbbells,Bicep Curls,365
514,57,Female,Beginner,Weight Loss,Barbell,Squats,488
515,61,Female,Beginner,Muscle Gain,Resistance Bands,Deadlifts,473
516,64,Male,Intermediate,Weight Loss,Barbell,Squats,307
517,37,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,405
518,61,Male,Advanced,Muscle Gain,Dumbbells,Bicep Curls,481
519,63,Female,Beginner,General Fitness,Dumbbells,Push-Ups,215
520,59,Male,Advanced,General Fitness,None,Bicep Curls,380
521,53,Female,Intermediate,General Fitness,None,Plank,472
522,46,Female,Advanced,Muscle Gain,None,Deadlifts,394
523,26,Female,Advanced,Weight Loss,Barbell,Push-Ups,221
524,26,Female,Advanced,General Fitness,None,Bicep Curls,370
525,42,Male,Beginner,General Fitness,Dumbbells,Push-Ups,259
526,64,Male,Advanced,General Fitness,Resistance Bands,Plank,419
527,34,Female,Advanced,General Fitness,Dumbbells,Plank,151
528,24,Male,Beginner,Weight Loss,Dumbbells,Bicep Curls,454
529,33,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,379
530,54,Female,Advanced,Weight Loss,Dumbbells,Bicep Curls,222
531,35,Female,Advanced,General Fitness,Dumbbells,Squats,268
532,56,Female,Beginner,Weight Loss,Dumbbells,Plank,213
533,31,Female,Intermediate,General Fitness,None,Push-Ups,189
534,35,Female,Advanced,General Fitness,None,Push-Ups,200
535,25,Male,Intermediate,Muscle Gain,None,Plank,396
536,42,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,122
537,37,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,118
538,18,Female,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,273
539,63,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,238
540,41,Male,Beginner,Weight Loss,Dumbbells,Squats,150
541,63,Female,Beginner,General Fitness,Dumbbells,Squats,146
542,30,Male,Beginner,Weight Loss,Dumbbells,Push-Ups,117
543,28,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,191
544,55,Male,Intermediate,Muscle Gain,None,Plank,306
545,50,Female,Intermediate,Weight Loss,Barbell,Squats,131
546,47,Female,Intermediate,Weight Loss,Barbell,Squats,294
547,34,Female,Beginner,Muscle Gain,Barbell,Deadlifts,278
548,63,Female,Advanced,General Fitness,None,Bicep Curls,499
549,22,Male,Intermediate,Muscle Gain,None,Push-Ups,296
550,56,Female,Advanced,General Fitness,Dumbbells,Plank,488
551,39,Male,Beginner,Weight Loss,Dumbbells,Squats,463
552,32,Male,Intermediate,Muscle Gain,Dumbbells,Plank,188
553,27,Female,Intermediate,General Fitness,Resistance Bands,Squats,155
554,55,Male,Intermediate,Weight Loss,Barbell,Deadlifts,475
555,18,Female,Advanced,Weight Loss,Dumbbells,Squats,471
556,63,Male,Beginner,Muscle Gain,None,Push-Ups,238
557,32,Female,Advanced,Weight Loss,Barbell,Push-Ups,139
558,59,Female,Beginner,General Fitness,None,Deadlifts,365
559,59,Male,Advanced,General Fitness,Dumbbells,Bicep Curls,222
560,46,Male,Intermediate,Muscle Gain,Resistance Bands,Plank,200
561,38,Female,Intermediate,Muscle Gain,Barbell,Deadlifts,235
562,32,Female,Intermediate,Weight Loss,Resistance Bands,Push-Ups,480
563,52,Male,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,200
564,22,Male,Beginner,General Fitness,Dumbbells,Deadlifts,256
565,36,Female,Advanced,General Fitness,Barbell,Deadlifts,446
566,31,Male,Beginner,Weight Loss,Dumbbells,Push-Ups,401
567,32,Female,Advanced,Muscle Gain,Barbell,Squats,426
568,36,Male,Beginner,Weight Loss,Barbell,Squats,122
569,44,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,475
570,33,Female,Intermediate,Weight Loss,Resistance Bands,Deadlifts,190
571,36,Female,Intermediate,General Fitness,Barbell,Bicep Curls,104
572,40,Male,Advanced,General Fitness,None,Deadlifts,494
573,53,Male,Beginner,Weight Loss,Dumbbells,Bicep Curls,344
574,35,Male,Beginner,Muscle Gain,None,Push-Ups,428
575,62,Male,Intermediate,Muscle Gain,Dumbbells,Deadlifts,464
576,41,Male,Intermediate,General Fitness,Resistance Bands,Squats,228
577,24,Male,Advanced,General Fitness,Dumbbells,Push-Ups,289
578,42,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,296
579,61,Female,Advanced,General Fitness,Resistance Bands,Bicep Curls,179
580,62,Female,Intermediate,Weight Loss,None,Deadlifts,433
581,24,Male,Advanced,Weight Loss,Dumbbells,Squats,395
582,22,Male,Beginner,General Fitness,Resistance Bands,Squats,419
583,58,Male,Advanced,Muscle Gain,Resistance Bands,Deadlifts,428
584,41,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,214
585,37,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,324
586,38,Female,Advanced,General Fitness,None,Plank,141
587,37,Male,Advanced,General Fitness,Resistance Bands,Squats,362
588,27,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,312
589,40,Male,Beginner,Muscle Gain,None,Squats,242
590,63,Female,Intermediate,Muscle Gain,Barbell,Plank,487
591,50,Male,Intermediate,General Fitness,Dumbbells,Plank,347
592,32,Female,Advanced,General Fitness,Barbell,Deadlifts,495
593,51,Male,Beginner,Muscle Gain,Resistance Bands,Plank,325
594,32,Male,Beginner,General Fitness,Barbell,Squats,159
595,22,Male,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,410
596,26,Female,Intermediate,Weight Loss,Barbell,Push-Ups,265
597,44,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,212
598,45,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,140
599,26,Female,Intermediate,Weight Loss,Barbell,Push-Ups,227
600,53,Male,Intermediate,Muscle Gain,Dumbbells,Deadlifts,319
601,26,Male,Beginner,Muscle Gain,Barbell,Bicep Curls,486
602,48,Male,Advanced,General Fitness,None,Plank,292
603,60,Male,Advanced,Muscle Gain,Barbell,Plank,267
604,62,Female,Advanced,Muscle Gain,Barbell,Deadlifts,494
605,31,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,471
606,32,Female,Advanced,Muscle Gain,Resistance Bands,Bicep Curls,311
607,58,Female,Beginner,General Fitness,Dumbbells,Squats,169
608,19,Female,Intermediate,Muscle Gain,Barbell,Plank,415
609,63,Female,Intermediate,General Fitness,Dumbbells,Bicep Curls,345
610,60,Female,Advanced,Weight Loss,Barbell,Bicep Curls,270
611,49,Female,Beginner,Muscle Gain,Dumbbells,Plank,458
612,44,Female,Intermediate,Muscle Gain,None,Squats,140
613,24,Female,Beginner,Muscle Gain,Dumbbells,Plank,391
614,31,Male,Advanced,Weight Loss,Resistance Bands,Bicep Curls,251
615,46,Male,Advanced,Muscle Gain,Resistance Bands,Plank,412
616,57,Female,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,410
617,37,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,209
618,56,Male,Advanced,Weight Loss,Dumbbells,Push-Ups,321
619,22,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,225
620,35,Male,Intermediate,Weight Loss,None,Push-Ups,462
621,25,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,397
622,24,Female,Beginner,General Fitness,Barbell,Push-Ups,484
623,41,Female,Intermediate,General Fitness,None,Plank,317
624,39,Female,Advanced,General Fitness,Barbell,Bicep Curls,301
625,37,Male,Intermediate,Weight Loss,Dumbbells,Deadlifts,183
626,44,Female,Advanced,Weight Loss,Barbell,Push-Ups,307
627,37,Male,Advanced,General Fitness,None,Squats,108
628,23,Female,Advanced,Muscle Gain,None,Deadlifts,351
629,25,Male,Beginner,Weight Loss,Barbell,Squats,194
630,32,Male,Beginner,Weight Loss,Barbell,Bicep Curls,254
631,39,Male,Beginner,Weight Loss,Resistance Bands,Bicep Curls,249
632,52,Male,Advanced,Muscle Gain,Dumbbells,Bicep Curls,349
633,59,Female,Advanced,Muscle Gain,None,Bicep Curls,264
634,30,Female,Intermediate,Weight Loss,Resistance Bands,Squats,333
635,45,Female,Beginner,Muscle Gain,Resistance Bands,Push-Ups,124
636,37,Male,Advanced,Muscle Gain,Dumbbells,Squats,358
637,46,Female,Intermediate,Weight Loss,Dumbbells,Deadlifts,102
638,22,Female,Beginner,Muscle Gain,Dumbbells,Bicep Curls,220
639,20,Female,Advanced,General Fitness,Dumbbells,Squats,295
640,44,Male,Beginner,Weight Loss,None,Squats,400
641,22,Male,Intermediate,Weight Loss,None,Squats,333
642,37,Female,Advanced,Muscle Gain,None,Bicep Curls,222
643,40,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,223
644,49,Male,Intermediate,Weight Loss,Barbell,Deadlifts,136
645,29,Male,Advanced,General Fitness,Dumbbells,Plank,133
646,49,Female,Intermediate,General Fitness,None,Deadlifts,210
647,33,Male,Advanced,Muscle Gain,Dumbbells,Push-Ups,450
648,44,Male,Intermediate,General Fitness,Barbell,Bicep Curls,316
649,18,Female,Intermediate,General Fitness,None,Squats,229
650,29,Male,Intermediate,General Fitness,Resistance Bands,Plank,428
651,30,Female,Intermediate,Weight Loss,Barbell,Bicep Curls,354
652,25,Male,Advanced,General Fitness,None,Squats,193
653,61,Male,Advanced,General Fitness,Barbell,Push-Ups,188
654,56,Male,Advanced,Muscle Gain,None,Bicep Curls,128
655,46,Male,Intermediate,General Fitness,None,Plank,113
656,56,Male,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,383
657,33,Male,Beginner,General Fitness,Barbell,Plank,355
658,22,Female,Beginner,Weight Loss,Resistance Bands,Plank,235
659,60,Male,Beginner,Muscle Gain,Barbell,Plank,394
660,62,Male,Beginner,Muscle Gain,Resistance Bands,Deadlifts,142
661,50,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,136
662,37,Female,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,126
663,55,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,280
664,53,Male,Advanced,Weight Loss,None,Plank,428
665,49,Female,Intermediate,General Fitness,Resistance Bands,Squats,176
666,19,Male,Advanced,Muscle Gain,None,Plank,290
667,29,Male,Beginner,Muscle Gain,Barbell,Bicep Curls,140
668,56,Male,Intermediate,Weight Loss,None,Bicep Curls,247
669,29,Female,Beginner,Weight Loss,Dumbbells,Bicep Curls,283
670,51,Female,Intermediate,General Fitness,Dumbbells,Plank,499
671,58,Male,Beginner,General Fitness,None,Plank,301
672,51,Female,Intermediate,General Fitness,Barbell,Deadlifts,252
673,29,Male,Beginner,Weight Loss,None,Bicep Curls,166
674,34,Male,Beginner,Weight Loss,None,Bicep Curls,228
675,23,Male,Intermediate,Muscle Gain,None,Bicep Curls,340
676,47,Female,Beginner,Muscle Gain,None,Plank,411
677,39,Female,Advanced,General Fitness,Resistance Bands,Bicep Curls,227
678,54,Female,Intermediate,General Fitness,Barbell,Plank,370
679,40,Male,Beginner,General Fitness,None,Push-Ups,347
680,33,Female,Intermediate,Muscle Gain,Dumbbells,Deadlifts,174
681,60,Male,Advanced,General Fitness,Barbell,Push-Ups,220
682,43,Male,Advanced,Muscle Gain,Barbell,Squats,292
683,64,Female,Advanced,General Fitness,Dumbbells,Push-Ups,182
684,57,Female,Advanced,Weight Loss,Barbell,Deadlifts,365
685,48,Male,Advanced,Muscle Gain,Resistance Bands,Squats,427
686,63,Female,Advanced,General Fitness,None,Bicep Curls,476
687,19,Male,Beginner,Muscle Gain,Resistance Bands,Bicep Curls,300
688,20,Female,Advanced,General Fitness,None,Bicep Curls,362
689,41,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,413
690,44,Male,Intermediate,Muscle Gain,Barbell,Squats,495
691,54,Male,Advanced,General Fitness,None,Squats,411
692,53,Female,Beginner,General Fitness,None,Squats,122
693,34,Female,Beginner,Weight Loss,Barbell,Bicep Curls,330
694,61,Male,Intermediate,Weight Loss,Dumbbells,Plank,332
695,57,Female,Beginner,Muscle Gain,Dumbbells,Push-Ups,291
696,60,Female,Advanced,General Fitness,Barbell,Plank,189
697,47,Female,Intermediate,General Fitness,Dumbbells,Plank,291
698,21,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,267
699,58,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,301
700,35,Female,Advanced,General Fitness,Dumbbells,Plank,193
701,57,Male,Intermediate,Muscle Gain,Barbell,Plank,462
702,44,Male,Beginner,Weight Loss,Resistance Bands,Bicep Curls,483
703,48,Male,Advanced,Weight Loss,Dumbbells,Plank,333
704,55,Male,Intermediate,Muscle Gain,Dumbbells,Plank,132
705,57,Female,Intermediate,General Fitness,Barbell,Deadlifts,463
706,29,Female,Intermediate,Muscle Gain,Barbell,Bicep Curls,455
707,48,Female,Intermediate,Muscle Gain,None,Bicep Curls,215
708,45,Male,Advanced,Weight Loss,Dumbbells,Plank,206
709,53,Male,Beginner,General Fitness,Dumbbells,Push-Ups,486
710,43,Female,Intermediate,Weight Loss,Dumbbells,Squats,323
711,30,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,390
712,35,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,245
713,60,Female,Advanced,Muscle Gain,None,Push-Ups,129
714,34,Male,Beginner,Muscle Gain,Dumbbells,Plank,412
715,58,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,118
716,49,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,303
717,54,Female,Beginner,Weight Loss,Resistance Bands,Bicep Curls,389
718,39,Female,Beginner,Muscle Gain,None,Plank,487
719,63,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,123
720,52,Male,Beginner,Weight Loss,Dumbbells,Plank,170
721,33,Female,Intermediate,Muscle Gain,Barbell,Push-Ups,180
722,20,Female,Intermediate,Weight Loss,None,Squats,402
723,63,Male,Advanced,General Fitness,Resistance Bands,Bicep Curls,469
724,39,Male,Intermediate,General Fitness,Resistance Bands,Squats,379
725,48,Female,Intermediate,Muscle Gain,None,Squats,115
726,33,Male,Beginner,Muscle Gain,Dumbbells,Squats,380
727,19,Female,Beginner,Weight Loss,Resistance Bands,Plank,182
728,57,Male,Beginner,Muscle Gain,Resistance Bands,Deadlifts,433
729,39,Male,Beginner,Weight Loss,Barbell,Bicep Curls,335
730,31,Male,Beginner,Weight Loss,Resistance Bands,Push-Ups,194
731,31,Male,Intermediate,General Fitness,Resistance Bands,Squats,374
732,64,Male,Advanced,Weight Loss,Dumbbells,Plank,154
733,22,Male,Beginner,General Fitness,Dumbbells,Deadlifts,253
734,44,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,171
735,64,Male,Beginner,General Fitness,Dumbbells,Squats,185
736,33,Female,Intermediate,Muscle Gain,None,Plank,197
737,21,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,293
738,40,Female,Advanced,Muscle Gain,Barbell,Deadlifts,176
739,63,Female,Beginner,Muscle Gain,Resistance Bands,Deadlifts,227
740,27,Female,Intermediate,General Fitness,Resistance Bands,Squats,301
741,48,Female,Beginner,General Fitness,Barbell,Plank,444
742,34,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,196
743,60,Female,Intermediate,General Fitness,None,Plank,140
744,56,Male,Beginner,Weight Loss,Barbell,Plank,254
745,44,Female,Intermediate,Weight Loss,Dumbbells,Squats,192
746,57,Male,Beginner,General Fitness,Dumbbells,Squats,412
747,32,Female,Advanced,Weight Loss,None,Deadlifts,471
748,41,Female,Beginner,Weight Loss,Resistance Bands,Deadlifts,138
749,52,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,243
750,30,Female,Advanced,Weight Loss,Barbell,Push-Ups,280
751,31,Male,Advanced,General Fitness,Barbell,Deadlifts,334
752,23,Female,Beginner,Muscle Gain,Barbell,Squats,134
753,23,Male,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,307
754,49,Male,Beginner,Muscle Gain,Barbell,Deadlifts,242
755,38,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,126
756,38,Male,Beginner,Muscle Gain,Dumbbells,Squats,188
