Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Daily Caloric Need
29,Female,98.2,163.5,moderate,muscle_gain,2631.70625
20,Female,108.2,169.5,low,muscle_gain,2256.45
18,Female,78.6,171.8,moderate,muscle_gain,2493.5625
50,Male,98.5,183.5,low,muscle_gain,2264.25
57,Female,64.0,152.1,low,maintenance,1373.55
27,Male,118.1,169.5,moderate,maintenance,3271.08125
60,Female,74.5,182.3,low,maintenance,1708.05
61,Male,109.2,164.2,moderate,maintenance,2818.2875
46,Male,116.2,179.6,low,maintenance,2471.4
30,Female,110.5,167.9,low,muscle_gain,2212.0499999999997
29,Male,54.7,187.9,moderate,weight_loss,2451.13125
48,Female,95.5,153.0,high,weight_loss,2642.9375
63,Male,58.4,195.9,high,muscle_gain,2622.15625
19,Male,50.4,158.6,moderate,muscle_gain,2178.1375000000003
52,Female,53.6,157.9,moderate,maintenance,1707.90625
40,Male,114.1,192.0,high,maintenance,3755.5
34,Female,113.6,193.5,high,weight_loss,3525.15625
43,Female,65.8,154.6,low,weight_loss,1497.8999999999999
25,Female,88.3,195.4,low,maintenance,2181.9
46,Male,116.9,163.7,low,maintenance,2360.5499999999997
43,Male,84.8,180.9,high,muscle_gain,3095.09375
27,Male,77.6,153.4,moderate,maintenance,2487.3625
43,Female,83.8,169.0,low,muscle_gain,1821.8999999999999
51,Female,105.3,172.5,moderate,maintenance,2658.44375
58,Male,83.4,180.0,high,weight_loss,2929.5
24,Male,104.8,176.3,low,muscle_gain,2441.85
21,Female,80.2,173.1,high,weight_loss,2831.28125
62,Male,67.6,198.0,moderate,muscle_gain,2493.175
28,Female,72.9,159.3,low,muscle_gain,1708.35
46,Male,55.4,157.9,moderate,weight_loss,2039.60625
53,Female,84.8,185.7,moderate,weight_loss,2453.06875
42,Male,60.4,153.7,low,maintenance,1631.55
38,Male,106.8,174.1,low,muscle_gain,2365.35
53,Female,79.4,174.2,high,maintenance,2549.3125
27,Female,103.6,165.5,low,muscle_gain,2129.25
54,Female,116.8,196.5,low,maintenance,2358.15
26,Male,109.5,164.1,low,weight_loss,2394.75
41,Female,116.6,164.4,low,weight_loss,2193.0
52,Female,89.8,161.7,low,maintenance,1785.1499999999999
52,Male,61.6,157.3,high,weight_loss,2352.21875
53,Female,115.5,168.2,moderate,maintenance,2759.3875000000003
35,Female,110.8,184.0,high,muscle_gain,3363.5
56,Female,110.5,187.1,moderate,muscle_gain,2841.7312500000003
49,Male,98.5,190.7,low,weight_loss,2324.25
41,Male,93.7,159.9,high,weight_loss,3038.65625
40,Male,51.0,151.8,moderate,weight_loss,1958.8125
49,Female,102.4,198.7,moderate,muscle_gain,2882.80625
54,Male,56.4,150.7,low,maintenance,1489.05
29,Female,68.2,198.0,low,weight_loss,1936.1999999999998
30,Female,88.6,191.4,moderate,maintenance,2745.4375
40,Female,81.6,195.6,high,weight_loss,2935.625
42,Male,51.1,169.4,moderate,weight_loss,2115.3625
52,Male,107.7,159.9,high,weight_loss,3187.40625
58,Female,111.5,180.3,high,maintenance,3134.03125
47,Female,97.7,187.1,moderate,maintenance,2713.08125
34,Male,87.9,156.5,high,maintenance,2961.21875
37,Male,117.3,189.9,moderate,muscle_gain,3378.80625
42,Male,58.4,160.4,moderate,muscle_gain,2141.3250000000003
39,Female,101.7,174.6,low,muscle_gain,2102.7
30,Male,59.0,192.8,moderate,maintenance,2557.5
36,Male,76.7,159.7,moderate,muscle_gain,2464.69375
53,Male,91.0,162.1,low,weight_loss,1995.75
29,Female,101.6,153.1,low,maintenance,2000.25
58,Male,50.3,157.3,high,weight_loss,2101.96875
36,Female,68.2,157.3,high,weight_loss,2317.21875
29,Female,87.7,160.2,low,maintenance,1886.6999999999998
26,Female,87.3,164.3,low,weight_loss,1930.6499999999999
24,Male,94.6,190.7,low,maintenance,2427.45
45,Male,71.3,195.8,moderate,muscle_gain,2660.9625
31,Male,87.8,170.3,moderate,maintenance,2778.18125
48,Female,63.3,156.4,moderate,maintenance,1874.7250000000001
36,Male,63.1,161.2,low,weight_loss,1756.2
64,Female,90.4,186.8,high,weight_loss,2783.375
33,Male,98.0,183.9,high,weight_loss,3446.40625
22,Male,58.4,198.4,moderate,weight_loss,2664.4500000000003
52,Male,58.6,150.7,moderate,weight_loss,1972.95625
29,Male,89.6,187.5,low,weight_loss,2313.45
42,Female,68.9,175.3,low,weight_loss,1696.35
38,Female,77.5,195.1,high,weight_loss,2875.90625
53,Female,78.1,178.8,high,weight_loss,2576.875
40,Female,62.5,172.3,low,maintenance,1609.05
33,Male,50.1,183.3,high,weight_loss,2601.59375
56,Female,109.7,191.7,high,weight_loss,3244.71875
62,Female,100.1,164.1,moderate,maintenance,2411.21875
59,Female,98.3,155.4,low,muscle_gain,1797.8999999999999
56,Male,88.3,171.7,low,muscle_gain,2017.35
31,Female,99.1,160.7,low,maintenance,2015.25
48,Female,115.5,171.5,moderate,muscle_gain,2830.1062500000003
22,Male,96.6,199.6,low,weight_loss,2530.2
52,Male,68.6,178.7,high,weight_loss,2708.78125
40,Female,89.9,184.7,moderate,weight_loss,2623.18125
46,Female,81.0,183.9,moderate,muscle_gain,2430.9812500000003
60,Male,88.9,191.0,low,maintenance,2145.2999999999997
28,Female,86.2,197.2,high,weight_loss,3138.625
35,Male,110.1,182.9,low,maintenance,2488.95
64,Female,95.6,173.8,high,maintenance,2732.1875
29,Female,63.2,165.9,low,weight_loss,1635.45
26,Female,54.4,168.0,high,maintenance,2280.25
27,Female,79.7,166.7,high,maintenance,2700.03125
61,Female,51.1,166.2,high,weight_loss,1896.5625
34,Male,72.3,184.7,moderate,maintenance,2654.18125
55,Male,75.8,179.4,low,muscle_gain,1931.1
24,Female,76.3,160.1,low,weight_loss,1779.1499999999999
63,Female,118.6,198.5,low,weight_loss,2340.75
30,Female,71.3,171.4,moderate,weight_loss,2283.5375
57,Male,68.6,178.3,high,weight_loss,2660.65625
59,Male,59.1,185.1,moderate,weight_loss,2259.70625
26,Male,85.8,180.7,moderate,weight_loss,2886.68125
44,Male,60.8,165.6,high,weight_loss,2499.0
19,Male,93.1,189.9,low,muscle_gain,2433.45
22,Male,60.9,155.5,moderate,maintenance,2287.6062500000003
46,Male,90.4,178.4,high,muscle_gain,3139.5
54,Male,107.8,163.7,high,maintenance,3213.21875
55,Female,53.0,180.8,low,weight_loss,1468.8
36,Male,79.4,160.9,high,muscle_gain,2843.09375
25,Male,82.3,188.6,high,weight_loss,3293.0625
62,Male,105.4,161.4,high,maintenance,3076.0625
18,Male,82.8,194.5,low,muscle_gain,2350.35
39,Female,89.7,193.1,low,muscle_gain,2097.45
34,Male,105.4,168.1,high,maintenance,3394.34375
24,Female,89.2,169.3,high,maintenance,2920.96875
42,Female,75.1,185.1,low,muscle_gain,1844.25
62,Female,56.0,154.5,low,muscle_gain,1265.55
21,Male,101.1,154.0,low,muscle_gain,2248.2
53,Male,111.0,156.8,moderate,maintenance,2836.5
23,Male,117.9,178.1,low,weight_loss,2618.5499999999997
48,Female,114.9,157.5,high,muscle_gain,3031.65625
36,Female,105.8,163.9,low,maintenance,2089.65
61,Female,95.0,182.3,high,muscle_gain,2840.90625
56,Female,104.7,150.8,high,maintenance,2709.875
44,Male,80.2,159.0,high,muscle_gain,2766.3125
27,Male,91.6,196.5,low,maintenance,2416.95
43,Male,74.4,183.2,low,maintenance,2014.8
36,Female,72.9,165.3,low,muscle_gain,1705.35
56,Female,103.0,152.3,low,maintenance,1849.05
20,Male,81.8,179.3,low,maintenance,2212.35
62,Male,64.9,161.1,moderate,maintenance,2093.8562500000003
30,Female,64.1,198.0,low,maintenance,1881.0
45,Male,110.1,184.3,moderate,maintenance,3150.95625
37,Male,97.4,198.7,high,maintenance,3562.78125
45,Female,88.2,192.4,high,maintenance,2972.375
25,Female,78.1,174.2,high,maintenance,2771.5625
58,Female,80.2,183.5,high,muscle_gain,2621.28125
56,Male,54.0,190.6,moderate,maintenance,2257.1875
18,Female,81.8,178.9,moderate,weight_loss,2611.94375
20,Male,105.7,153.1,high,muscle_gain,3358.03125
30,Male,77.2,173.5,low,muscle_gain,2053.65
45,Female,76.9,156.5,high,weight_loss,2381.96875
42,Male,51.1,185.7,high,maintenance,2566.59375
50,Female,82.0,184.0,moderate,weight_loss,2416.4500000000003
55,Female,51.8,199.6,high,weight_loss,2326.625
23,Male,89.9,181.4,moderate,weight_loss,2980.2625000000003
61,Male,85.5,190.0,moderate,muscle_gain,2700.875
62,Female,108.8,163.4,high,maintenance,2866.9375
49,Female,90.7,167.0,low,muscle_gain,1853.6999999999998
62,Female,72.6,195.9,moderate,maintenance,2293.03125
64,Female,86.1,187.8,moderate,weight_loss,2408.3125
38,Female,99.0,182.8,moderate,muscle_gain,2761.3250000000003
33,Female,56.6,162.7,high,maintenance,2199.53125
38,Male,93.5,184.9,high,maintenance,3334.84375
28,Male,114.2,194.3,moderate,weight_loss,3443.13125
54,Male,70.9,161.5,low,muscle_gain,1744.05
53,Male,93.9,185.3,high,muscle_gain,3214.96875
52,Female,107.5,169.7,low,muscle_gain,2057.5499999999997
36,Male,85.8,155.9,low,muscle_gain,1988.85
37,Male,100.3,188.2,high,muscle_gain,3498.6875
35,Female,71.8,158.4,moderate,muscle_gain,2126.6
64,Male,71.4,162.6,low,muscle_gain,1698.3
58,Female,96.7,189.1,moderate,weight_loss,2631.70625
31,Female,99.4,187.1,low,maintenance,2216.85
32,Female,115.6,162.7,moderate,weight_loss,2870.40625
48,Female,65.7,197.0,high,maintenance,2602.6875
18,Female,82.8,160.8,low,maintenance,1898.3999999999999
20,Male,67.5,199.7,low,maintenance,2193.75
33,Male,55.6,186.9,low,muscle_gain,1876.9499999999998
40,Male,78.2,169.6,moderate,muscle_gain,2552.85
28,Female,76.2,156.5,low,maintenance,1726.95
29,Male,68.9,166.0,low,maintenance,1903.8
27,Male,70.8,159.7,moderate,muscle_gain,2442.99375
49,Male,75.2,181.1,moderate,muscle_gain,2548.00625
33,Male,119.2,167.8,high,maintenance,3641.3125
25,Female,104.8,164.8,moderate,maintenance,2777.6
55,Male,55.0,187.9,low,weight_loss,1745.25
29,Female,111.1,161.5,low,muscle_gain,2177.25
41,Female,94.3,179.3,high,muscle_gain,2970.84375
45,Male,112.3,159.7,high,maintenance,3326.96875
25,Female,73.9,185.7,low,weight_loss,1936.35
45,Female,82.5,181.3,moderate,muscle_gain,2436.7937500000003
53,Female,112.7,189.9,low,weight_loss,2265.45
43,Female,69.1,153.4,high,weight_loss,2229.0625
25,Female,114.1,160.5,low,muscle_gain,2229.75
45,Female,108.0,157.7,low,maintenance,2015.55
45,Female,118.6,159.5,low,weight_loss,2156.25
54,Male,72.7,155.2,high,maintenance,2506.0
58,Male,66.5,178.1,high,muscle_gain,2612.96875
53,Female,73.2,179.7,high,weight_loss,2500.96875
44,Female,116.8,192.2,moderate,maintenance,3081.7875
34,Male,73.3,170.9,high,weight_loss,2863.21875
26,Male,89.6,176.6,moderate,weight_loss,2905.8625
50,Male,78.3,199.6,moderate,weight_loss,2767.525
37,Male,77.7,176.6,high,muscle_gain,2976.3125
30,Female,63.5,178.7,moderate,maintenance,2233.3562500000003
45,Female,87.6,199.8,moderate,weight_loss,2695.0625
46,Male,109.5,199.7,low,maintenance,2541.75
30,Male,53.5,171.2,moderate,muscle_gain,2263.0
63,Male,112.2,181.7,moderate,weight_loss,3018.81875
52,Male,96.6,174.0,high,weight_loss,3147.375
23,Female,93.2,186.0,low,weight_loss,2182.2
35,Male,93.8,196.9,moderate,maintenance,3097.86875
22,Male,70.7,165.5,moderate,maintenance,2536.38125
64,Male,79.1,190.9,moderate,weight_loss,2587.14375
42,Female,106.0,182.7,high,maintenance,3204.03125
19,Female,71.4,164.0,high,maintenance,2595.25
27,Female,82.9,189.9,low,weight_loss,2063.85
47,Male,51.4,171.4,moderate,weight_loss,2100.6375000000003
62,Male,101.3,156.0,low,weight_loss,2019.6
22,Male,79.2,199.7,high,muscle_gain,3386.46875
50,Female,86.8,171.3,moderate,weight_loss,2367.81875
18,Female,58.0,177.1,moderate,weight_loss,2225.6062500000003
35,Male,119.4,190.4,low,weight_loss,2656.7999999999997
49,Male,71.2,198.0,moderate,weight_loss,2649.725
64,Female,94.4,193.6,high,weight_loss,2927.75
28,Male,90.7,176.3,low,weight_loss,2248.65
38,Male,105.0,177.3,low,weight_loss,2367.75
43,Male,70.6,164.0,moderate,weight_loss,2357.55
42,Female,102.9,173.1,high,muscle_gain,3044.78125
39,Male,76.8,197.3,moderate,maintenance,2807.24375
44,Male,78.8,186.3,low,muscle_gain,2084.85
30,Male,97.1,150.6,low,muscle_gain,2120.7
50,Male,104.9,155.8,high,weight_loss,3111.0625
51,Female,96.7,196.2,low,weight_loss,2132.7
58,Female,113.0,192.4,high,weight_loss,3292.625
52,Female,70.0,174.3,moderate,weight_loss,2120.9812500000003
18,Male,113.0,180.8,high,maintenance,3806.25
38,Female,59.2,164.5,moderate,maintenance,1967.14375
23,Male,96.2,189.6,moderate,muscle_gain,3157.35
45,Female,88.3,180.2,low,maintenance,1947.8999999999999
34,Male,84.6,184.7,moderate,muscle_gain,2844.83125
22,Female,71.8,168.7,low,weight_loss,1801.6499999999999
48,Female,85.3,171.5,high,muscle_gain,2666.78125
22,Female,61.3,160.4,high,muscle_gain,2352.875
55,Male,75.9,197.4,moderate,maintenance,2670.2625000000003
20,Male,56.9,197.3,high,muscle_gain,2987.46875
40,Male,90.0,190.9,moderate,weight_loss,2942.09375
54,Female,56.7,196.8,high,weight_loss,2390.5
54,Male,61.2,183.3,moderate,weight_loss,2313.56875
27,Male,56.0,161.7,moderate,weight_loss,2232.96875
27,Male,76.7,188.0,high,maintenance,3171.0
36,Male,108.9,166.3,high,muscle_gain,3418.40625
34,Male,113.5,172.0,high,muscle_gain,3578.75
38,Male,55.0,163.7,high,muscle_gain,2429.21875
31,Female,94.4,171.2,moderate,muscle_gain,2631.9
26,Female,97.9,184.0,moderate,weight_loss,2848.9
63,Male,87.4,155.5,high,maintenance,2687.78125
18,Female,96.7,155.3,high,muscle_gain,2951.59375
62,Female,66.4,184.2,low,muscle_gain,1613.1
30,Male,84.3,189.0,moderate,maintenance,2912.8375
21,Male,77.4,177.6,moderate,muscle_gain,2765.2000000000003
18,Female,56.3,159.1,high,maintenance,2286.15625
57,Male,93.8,171.5,low,muscle_gain,2075.85
49,Female,84.7,187.9,high,maintenance,2826.90625
51,Female,69.3,184.3,moderate,muscle_gain,2214.75625
45,Female,83.2,155.5,moderate,weight_loss,2197.70625
48,Male,104.3,198.5,low,muscle_gain,2458.35
25,Female,106.1,161.2,high,weight_loss,3119.375
56,Male,95.5,161.0,low,maintenance,2023.5
43,Male,82.7,173.0,high,weight_loss,2971.9375
51,Male,90.3,166.4,low,muscle_gain,2031.6
20,Male,77.0,199.2,high,weight_loss,3360.0
29,Male,58.9,153.8,high,weight_loss,2467.9375
18,Female,77.0,165.3,high,muscle_gain,2716.21875
61,Male,87.1,169.1,moderate,maintenance,2523.20625
22,Male,91.9,174.7,high,weight_loss,3335.28125
47,Male,115.5,150.8,moderate,muscle_gain,2894.625
47,Male,104.4,154.1,low,weight_loss,2132.5499999999997
34,Male,60.6,162.9,high,maintenance,2553.46875
64,Female,62.2,177.7,moderate,maintenance,1940.01875
40,Male,57.0,188.4,low,maintenance,1863.0
32,Male,101.7,184.3,high,weight_loss,3524.28125
54,Female,99.4,178.4,low,muscle_gain,2013.6
38,Male,119.0,169.9,moderate,maintenance,3203.65625
31,Female,86.5,193.5,moderate,muscle_gain,2725.4812500000003
19,Female,107.8,173.0,high,maintenance,3330.6875
28,Female,90.4,165.0,moderate,weight_loss,2533.0875
56,Female,111.2,181.5,moderate,weight_loss,2798.33125
55,Male,100.5,184.6,low,maintenance,2266.5
51,Male,95.0,169.9,high,muscle_gain,3083.28125
55,Female,89.6,151.4,high,muscle_gain,2460.9375
51,Female,100.6,154.7,high,maintenance,2724.53125
35,Male,79.4,192.3,low,weight_loss,2191.0499999999997
47,Female,56.8,152.8,moderate,muscle_gain,1746.8500000000001
32,Female,52.8,179.6,high,muscle_gain,2326.625
44,Female,83.5,159.2,high,weight_loss,2535.75
51,Male,92.0,161.4,low,muscle_gain,2014.5
55,Female,55.5,163.7,low,maintenance,1370.55
50,Male,70.1,151.9,high,weight_loss,2459.40625
41,Male,72.5,158.9,high,maintenance,2656.71875
32,Male,89.4,182.5,low,weight_loss,2255.5499999999997
47,Female,69.5,174.9,low,maintenance,1670.55
59,Female,56.7,189.9,low,maintenance,1557.45
34,Male,61.5,153.1,low,maintenance,1688.25
22,Male,62.2,194.4,moderate,muscle_gain,2684.6
46,Male,109.0,199.8,moderate,muscle_gain,3276.3125
21,Female,69.9,150.8,high,maintenance,2407.125
27,Female,100.0,198.4,moderate,maintenance,3013.2000000000003
34,Male,89.7,161.8,low,weight_loss,2091.9
27,Male,118.4,184.6,high,muscle_gain,3863.5625
34,Female,69.1,164.6,low,maintenance,1666.5
37,Male,61.1,176.1,moderate,muscle_gain,2374.01875
41,Female,53.6,175.5,low,weight_loss,1520.25
22,Female,66.9,168.1,high,maintenance,2535.09375
51,Male,97.9,185.9,moderate,muscle_gain,2930.8562500000003
23,Male,56.0,180.0,high,weight_loss,2756.25
19,Female,67.1,175.4,moderate,maintenance,2342.4375
30,Female,109.9,199.1,low,muscle_gain,2438.85
60,Female,90.8,197.0,high,weight_loss,2936.9375
60,Female,54.9,197.8,moderate,weight_loss,2052.5875
28,Female,53.3,194.1,moderate,muscle_gain,2239.94375
64,Male,54.3,162.8,moderate,maintenance,1930.525
40,Female,115.9,167.5,moderate,muscle_gain,2859.55625
33,Female,109.5,161.6,low,weight_loss,2134.7999999999997
48,Female,109.1,199.3,low,weight_loss,2322.75
28,Male,114.7,157.6,moderate,maintenance,3095.35
33,Male,85.4,168.3,low,muscle_gain,2095.0499999999997
25,Female,67.3,160.0,low,maintenance,1664.3999999999999
21,Female,78.1,161.2,moderate,maintenance,2359.875
57,Male,100.3,162.4,low,weight_loss,2085.6
21,Male,111.3,182.0,high,muscle_gain,3763.375
42,Male,80.5,153.8,high,muscle_gain,2732.1875
20,Male,87.5,178.6,low,weight_loss,2275.5
49,Female,115.2,191.0,moderate,weight_loss,3006.6125
20,Male,57.5,188.3,high,muscle_gain,2899.53125
44,Female,110.4,157.6,low,maintenance,2049.6
46,Female,61.2,195.7,low,maintenance,1732.95
49,Male,83.9,188.5,moderate,muscle_gain,2754.5437500000003
36,Male,65.3,150.3,moderate,maintenance,2196.93125
38,Male,92.2,186.9,low,maintenance,2286.15
22,Male,89.1,186.9,moderate,weight_loss,3028.89375
35,Female,76.6,174.8,high,maintenance,2664.375
45,Female,110.4,152.3,high,weight_loss,2922.28125
59,Female,96.2,179.0,low,maintenance,1949.6999999999998
39,Male,100.5,188.3,low,muscle_gain,2390.25
38,Female,60.5,163.5,moderate,weight_loss,1977.60625
23,Male,111.8,183.4,high,muscle_gain,3769.9375
18,Female,61.7,167.7,moderate,weight_loss,2191.89375
22,Male,65.6,178.7,low,maintenance,2001.4499999999998
58,Female,59.0,169.2,low,muscle_gain,1435.8
29,Female,80.8,165.2,low,weight_loss,1841.3999999999999
43,Male,112.1,192.8,low,muscle_gain,2539.2
63,Female,67.7,187.7,low,muscle_gain,1648.95
51,Female,76.2,167.3,low,maintenance,1669.95
31,Male,109.2,171.7,moderate,weight_loss,3123.44375
43,Male,93.2,184.6,moderate,maintenance,2907.4125
62,Male,102.6,190.6,moderate,muscle_gain,2963.9875
44,Male,65.0,184.2,high,weight_loss,2775.9375
26,Male,100.2,177.0,moderate,muscle_gain,3074.0375
43,Female,65.9,197.7,low,muscle_gain,1822.35
64,Male,119.1,188.7,moderate,weight_loss,3185.83125
39,Female,89.2,155.8,moderate,muscle_gain,2340.1125
64,Female,98.7,177.9,high,weight_loss,2831.28125
47,Male,58.3,170.5,low,weight_loss,1702.35
60,Female,67.5,189.7,high,weight_loss,2449.34375
34,Female,59.8,152.2,high,muscle_gain,2131.9375
43,Male,77.3,170.5,high,maintenance,2850.09375
53,Female,69.9,165.9,moderate,muscle_gain,2030.30625
18,Male,101.3,157.1,low,muscle_gain,2291.85
25,Male,57.6,168.9,low,weight_loss,1813.95
52,Male,102.6,183.6,high,maintenance,3357.375
32,Female,53.2,168.1,low,weight_loss,1513.95
64,Female,64.1,179.0,low,muscle_gain,1534.5
39,Female,105.4,179.6,high,maintenance,3185.875
31,Female,102.0,179.4,moderate,weight_loss,2829.1375000000003
43,Male,83.3,176.5,high,muscle_gain,3020.71875
45,Female,53.5,155.8,high,muscle_gain,1964.8125
40,Male,92.7,160.9,moderate,maintenance,2693.31875
31,Female,78.5,190.0,moderate,muscle_gain,2567.5750000000003
41,Female,72.2,175.1,moderate,muscle_gain,2248.08125
19,Female,94.8,185.3,moderate,muscle_gain,2867.69375
62,Female,80.6,178.5,high,muscle_gain,2538.59375
43,Female,56.5,151.9,moderate,maintenance,1764.48125
31,Male,114.1,189.8,low,muscle_gain,2612.7
24,Female,104.5,153.2,high,muscle_gain,3012.625
20,Female,53.9,197.2,high,muscle_gain,2643.375
64,Female,86.8,160.8,moderate,maintenance,2157.6
40,Female,55.8,175.6,moderate,maintenance,2006.4750000000001
63,Male,108.6,153.2,low,weight_loss,2080.2
60,Female,92.9,194.7,moderate,maintenance,2611.55625
64,Male,62.1,199.0,high,muscle_gain,2712.0625
62,Female,51.5,157.3,moderate,maintenance,1592.04375
35,Male,52.2,164.8,low,maintenance,1658.3999999999999
55,Male,85.5,150.8,high,maintenance,2673.125
52,Male,101.4,189.3,high,muscle_gain,3398.71875
32,Male,58.5,165.6,moderate,weight_loss,2270.75
42,Male,65.5,179.4,low,weight_loss,1885.5
54,Female,72.9,152.0,low,weight_loss,1497.6
45,Male,65.3,185.8,moderate,weight_loss,2471.0875
27,Female,77.4,176.5,high,maintenance,2766.96875
56,Male,89.2,186.2,high,weight_loss,3116.3125
34,Male,97.9,189.5,high,maintenance,3497.15625
56,Female,117.5,154.5,moderate,maintenance,2634.4187500000003
39,Male,115.2,178.9,high,weight_loss,3640.21875
43,Male,89.9,182.5,high,muscle_gain,3201.84375
61,Male,101.4,175.8,moderate,weight_loss,2809.7625000000003
42,Male,116.6,159.1,high,weight_loss,3421.90625
34,Female,55.8,189.8,moderate,maintenance,2190.5375
30,Male,50.4,199.9,low,maintenance,1930.05
37,Male,52.1,198.5,low,weight_loss,1897.9499999999998
42,Female,89.4,188.9,moderate,weight_loss,2640.61875
21,Female,103.4,170.9,moderate,muscle_gain,2845.99375
27,Male,75.7,166.9,moderate,muscle_gain,2588.69375
20,Male,88.2,153.4,high,muscle_gain,3055.0625
58,Female,86.1,170.8,high,maintenance,2585.625
62,Male,56.6,157.8,moderate,muscle_gain,1933.2375
35,Female,72.5,162.7,moderate,maintenance,2179.1062500000003
64,Male,51.4,194.6,high,maintenance,2476.6875
53,Female,57.7,198.4,high,weight_loss,2434.25
64,Female,106.8,197.4,moderate,muscle_gain,2822.1625
